"Species","Lifespan","Mean lifespan
(±SD)","Median lifespan","Source","Original source","Original source text","Class","Number of species represented in class","Order","Number of species represented in order","Family","Number of species represented in family","Genus","Number of species represented in genus","Number of reported lifespans for species"
"Rastrelliger kanagurta",15,"7.67 ± 6.35",4,"FishBase","FishBase ref no.: 1488","Sanders, M.J. and G.R. Morgan , 1989 Review of the fisheries resources of the Red Sea and Gulf of Aden. FAO Fish. Tech. Rep. (304):138 p.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Rastrelliger",2,3
"Scomber colias",7,"7 ± NA",7,"FishBase","FishBase ref no.: 108945","Velasco, E.M., J. del Arbol, J. Baro and I. Sobrino , 2011 Age and growth of the Spanish chub mackerel Scomber colias off southern Spain: a comparison between samples from the NE Atlantic and the SW Mediterranean. Rev. Biol. Mar. Oceanogr. 46(1):27-34.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Scomber",1,1
"Thunnus albacares",9,"8 ± 1.67",9,"FishBase","FishBase ref no.: 72462","Altman, P.L. and D.S. Dittmer , 1962 Growth, including reproduction and morphological development. Federation of American Societies for Experimental Biology.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,6
"Thunnus albacares",5,"8 ± 1.67",9,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,6
"Thunnus albacares",9,"8 ± 1.67",9,"FishBase","FishBase ref no.: 72462","Altman, P.L. and D.S. Dittmer , 1962 Growth, including reproduction and morphological development. Federation of American Societies for Experimental Biology.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,6
"Thunnus albacares",9,"8 ± 1.67",9,"AnAge","AnAge ref no.: 520","Philip Altman and Dorothy Dittmer (1962) Growth including reproduction and morphological development","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,6
"Thunnus albacares",9,"8 ± 1.67",9,"Status of Australian Fish Stocks Reports","SAFS ref.: [Froese and Pauly 2009]",NA,"Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,6
"Thunnus albacares",7,"8 ± 1.67",9,"Dureuil et al., 2021","Davies et al., 2014",NA,"Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,6
"Thunnus maccoyii",20,"26.67 ± 11.55",20,"FishBase","FishBase ref no.: 168","Collette, B.B. and C.E. Nauen , 1983 FAO Species Catalogue. Vol. 2. Scombrids of the world. An annotated and illustrated catalogue of tunas, mackerels, bonitos and related species known to date. Rome: FAO. FAO Fish. Synop. 125(2):137 p.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,3
"Thunnus maccoyii",20,"26.67 ± 11.55",20,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,3
"Thunnus maccoyii",40,"26.67 ± 11.55",20,"Australian Fisheries Management Authority","Unknown",NA,"Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,3
"Thunnus orientalis",15,"16.25 ± 5.5",17.5,"FishBase","FishBase ref no.: 83312","Anonymous , 2009 Report from the mid-year fisheries assessment plenary, November 2009: stock assessments and yield estimates. Ministry of Fisheries, Wellington, New Zealand, 209 p.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,4
"Thunnus orientalis",20,"16.25 ± 5.5",17.5,"Published articles","Shimose, T., 2019. Life History of Pacific Bluefin Tuna, Thunnus orientalis. The Future of Bluefin Tunas: Ecology, Fisheries Management, and Conservation, p.131.",NA,"Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,4
"Thunnus orientalis",9,"16.25 ± 5.5",17.5,"Published articles","Shimose, T., 2019. Life History of Pacific Bluefin Tuna, Thunnus orientalis. The Future of Bluefin Tunas: Ecology, Fisheries Management, and Conservation, p.131.",NA,"Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,4
"Thunnus orientalis",21,"16.25 ± 5.5",17.5,"Published articles","Shimose, T., 2019. Life History of Pacific Bluefin Tuna, Thunnus orientalis. The Future of Bluefin Tunas: Ecology, Fisheries Management, and Conservation, p.131.",NA,"Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,4
"Thunnus thynnus",32,"18.8 ± 8.11",16.5,"FishBase","FishBase ref no.: 5810","Hurley, P.C.F. and D.T. Isles , 1983 Age and growth of Atlantic bluefin tuna Thunnus thynnus using otoliths. p. 71-75. In E.D. Prince and L.M. Poulos (eds.) Proceedings of the international workshop on age determination of oceanic pelagic fishes:tunas, billfishes, and sharks. NOAA Tech. Rep. NMFS 8.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,10
"Thunnus thynnus",13,"18.8 ± 8.11",16.5,"FishBase","FishBase ref no.: 796","Beverton, R.J.H. and S.J. Holt , 1959 A review of the lifespans and mortality rates of fish in nature, and their relation to growth and other physiological characteristics. p. 142-180. In G.E.W. Wolstenholme and M. O'Connor (eds.) CIBA Foundation colloquia on ageing: the lifespan of animals. volume 5. J & A Churchill Ltd, London.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,10
"Thunnus thynnus",19,"18.8 ± 8.11",16.5,"FishBase","FishBase ref no.: 5782","Compean-Jimenez, G. and F.X. Bard , 1983 Growth increments on dorsal spines of eastern Atlantic bluefin tuna, Thunnus thynnus and their possible relation to migration patterns. NOAA Tech. Rep. NMFS 8:77-86.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,10
"Thunnus thynnus",32,"18.8 ± 8.11",16.5,"FishBase","FishBase ref no.: 5810","Hurley, P.C.F. and D.T. Isles , 1983 Age and growth of Atlantic bluefin tuna Thunnus thynnus using otoliths. p. 71-75. In E.D. Prince and L.M. Poulos (eds.) Proceedings of the international workshop on age determination of oceanic pelagic fishes:tunas, billfishes, and sharks. NOAA Tech. Rep. NMFS 8.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,10
"Thunnus thynnus",14,"18.8 ± 8.11",16.5,"FishBase","FishBase ref no.: 95707","Farrugia, A. and C. Rodriguez-Cabello , 2001 Preliminary study on the age estimation of bluefin tuna (Thunnus thynnus, L.) around the Maltese Island. Col. Vol. Sci. Pap. ICCAT 52(2):771-775.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,10
"Thunnus thynnus",15,"18.8 ± 8.11",16.5,"FishBase","FishBase ref no.: 108834","Tsikliras, A.C. and K.I. Stergiou , 2015 Age at maturity of Mediterranean marine fishes. Medit. Mar. Sci. 16(1):5-20.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,10
"Thunnus thynnus",18,"18.8 ± 8.11",16.5,"FishBase","FishBase ref no.: 108971","Lee, D.W., E.D. Prince and M.E. Crow , 1983 Interpretation of growth bands on vertebrae and otoliths of Atlantic bluefin tuna, Thunnus thynnus. NOAA Tech. Rep. NMFS 8:61-69.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,10
"Thunnus thynnus",23,"18.8 ± 8.11",16.5,"FishBase","FishBase ref no.: 108981","Mather, F. J., III. , 1980 Note on relationship between recently acquired mark-recapture data and existing age estimates for Atlantic bluefin tuna. Int. Comm. Conserv. Atl. Tunas, Collect. Vol. Sci. Pap., Madrid 9(2):470-477.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,10
"Thunnus thynnus",15,"18.8 ± 8.11",16.5,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,10
"Thunnus thynnus",7,"18.8 ± 8.11",16.5,"Max Plank Institute for Demographic Research","MPIDR ref no.: [171]","Schaeffer, M.B. and J.C. Marr, 1948. U. S. Bureau Fisheries Bulletin 51: 187.","Actinopteri",425,"Scombriformes",9,"Scombridae",8,"Thunnus",4,10
"Pampus argenteus",7,"7 ± 0",7,"FishBase","FishBase ref no.: 45538","Lee, D.W., Y.M. Kim and B.Q. Hong , 1992 Age and growth of silver pomfret (Pampus argenteus) in Korean waters. Bull. Natl. Fish. Res. Dev. Agency Korea (46):31-40.","Actinopteri",425,"Scombriformes",9,"Stromateidae",1,"Pampus",1,2
"Pampus argenteus",7,"7 ± 0",7,"FishBase","FishBase ref no.: 45538","Lee, D.W., Y.M. Kim and B.Q. Hong , 1992 Age and growth of silver pomfret (Pampus argenteus) in Korean waters. Bull. Natl. Fish. Res. Dev. Agency Korea (46):31-40.","Actinopteri",425,"Scombriformes",9,"Stromateidae",1,"Pampus",1,2
"Atractosteus spatula",23.3299999237061,"17.78 ± 6.94",20,"FishBase","FishBase ref no.: 273","Nigrelli, R.F. , 1959 Longevity of fishes in captivity, with special reference to those kept in the New York Aquarium. p. 212-230. In G.E.W. Wolstehnolmen and M. O'Connor (eds.) Ciba Foundation Colloquium on Ageing: the life span of animals. Vol. 5., Churchill, London.","Actinopteri",425,"Semionotiformes",2,"Lepisosteidae",2,"Atractosteus",1,3
"Atractosteus spatula",10,"17.78 ± 6.94",20,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Semionotiformes",2,"Lepisosteidae",2,"Atractosteus",1,3
"Atractosteus spatula",20,"17.78 ± 6.94",20,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Semionotiformes",2,"Lepisosteidae",2,"Atractosteus",1,3
"Lepisosteus oculatus",18,"16 ± 4",18,"FishBase","FishBase ref no.: 12193","Hugg, D.O. , 1996 MAPFISH georeferenced mapping database. Freshwater and estuarine fishes of North America. Life Science Software. Dennis O. and Steven Hugg, 1278 Turkey Point Road, Edgewater, Maryland, USA.","Actinopteri",425,"Semionotiformes",2,"Lepisosteidae",2,"Lepisosteus",1,4
"Lepisosteus oculatus",18,"16 ± 4",18,"AnAge","AnAge ref no.: 454","Froese and Pauly FishBase","Actinopteri",425,"Semionotiformes",2,"Lepisosteidae",2,"Lepisosteus",1,4
"Lepisosteus oculatus",10,"16 ± 4",18,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Semionotiformes",2,"Lepisosteidae",2,"Lepisosteus",1,4
"Lepisosteus oculatus",18,"16 ± 4",18,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Semionotiformes",2,"Lepisosteidae",2,"Lepisosteus",1,4
"Neoarius graeffei",5,"8.5 ± 4.95",8.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Ariidae",1,"Neoarius",1,2
"Neoarius graeffei",12,"8.5 ± 4.95",8.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Ariidae",1,"Neoarius",1,2
"Ageneiosus marmoratus",8,"11.5 ± 4.95",11.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Auchenipteridae",1,"Ageneiosus",1,2
"Ageneiosus marmoratus",15,"11.5 ± 4.95",11.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Auchenipteridae",1,"Ageneiosus",1,2
"Hemibagrus wyckioides",15,"20 ± 5.77",20,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Bagridae",1,"Hemibagrus",1,4
"Hemibagrus wyckioides",25,"20 ± 5.77",20,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Bagridae",1,"Hemibagrus",1,4
"Hemibagrus wyckioides",15,"20 ± 5.77",20,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Bagridae",1,"Hemibagrus",1,4
"Hemibagrus wyckioides",25,"20 ± 5.77",20,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Bagridae",1,"Hemibagrus",1,4
"Clarias batrachus",5,"11 ± 12.17",5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Clariidae",2,"Clarias",2,3
"Clarias batrachus",25,"11 ± 12.17",5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Clariidae",2,"Clarias",2,3
"Clarias batrachus",3,"11 ± 12.17",5,"Published articles","Marchetti, M.P., Moyle, P.B. and Levine, R., 2004. Invasive species profiling? Exploring the characteristics of non_native fishes across invasion stages in California. Freshwater biology, 49(5), pp.646-661.",NA,"Actinopteri",425,"Siluriformes",15,"Clariidae",2,"Clarias",2,3
"Clarias gariepinus",15,"16.7 ± 5.82",15.6000003814697,"FishBase","FishBase ref no.: 94815","Weyl, O.L.F. and A.J. Booth , 2008 Validation of annulus formation in otoliths of a temperate population of adult African sharptooth catfish Clarias gariepinus using fluorochrome marking of wild fish. J. Fish Biol. 73(4):1033-1038.","Actinopteri",425,"Siluriformes",15,"Clariidae",2,"Clarias",2,6
"Clarias gariepinus",16.2000007629395,"16.7 ± 5.82",15.6000003814697,"FishBase","FishBase ref no.: 72462","Altman, P.L. and D.S. Dittmer , 1962 Growth, including reproduction and morphological development. Federation of American Societies for Experimental Biology.","Actinopteri",425,"Siluriformes",15,"Clariidae",2,"Clarias",2,6
"Clarias gariepinus",8,"16.7 ± 5.82",15.6000003814697,"FishBase","FishBase ref no.: 51629","Meunier, F.J., R. Rojas-Beltran, T. Boujard and F. Lecomte , 1994 Seasonal growth rhythms in some teleosts of French Guiana. Rev. Hydrobiol. Trop. 27(4):423-440.","Actinopteri",425,"Siluriformes",15,"Clariidae",2,"Clarias",2,6
"Clarias gariepinus",15,"16.7 ± 5.82",15.6000003814697,"FishBase","FishBase ref no.: 94815","Weyl, O.L.F. and A.J. Booth , 2008 Validation of annulus formation in otoliths of a temperate population of adult African sharptooth catfish Clarias gariepinus using fluorochrome marking of wild fish. J. Fish Biol. 73(4):1033-1038.","Actinopteri",425,"Siluriformes",15,"Clariidae",2,"Clarias",2,6
"Clarias gariepinus",21,"16.7 ± 5.82",15.6000003814697,"FishBase","FishBase ref no.: 116038","Wartenberg, R., O.L.F. Weyl, A.J. Booth and H. WInker , 2013 Life-history characteristics of an age-validated established invasive African sharptooth catfish, Clarias gariepinus, population in a warm-temperate African impoundment. Afr. Zool. 48(2):318-325.","Actinopteri",425,"Siluriformes",15,"Clariidae",2,"Clarias",2,6
"Clarias gariepinus",25,"16.7 ± 5.82",15.6000003814697,"FishBase","FishBase ref no.: 116038","Wartenberg, R., O.L.F. Weyl, A.J. Booth and H. WInker , 2013 Life-history characteristics of an age-validated established invasive African sharptooth catfish, Clarias gariepinus, population in a warm-temperate African impoundment. Afr. Zool. 48(2):318-325.","Actinopteri",425,"Siluriformes",15,"Clariidae",2,"Clarias",2,6
"Cranoglanis bouderius",3,"6.5 ± 4.95",6.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Cranoglanididae",1,"Cranoglanis",1,2
"Cranoglanis bouderius",10,"6.5 ± 4.95",6.5,"The Aquarium Wiki","Unknown",NA,"Actinopteri",425,"Siluriformes",15,"Cranoglanididae",1,"Cranoglanis",1,2
"Ameiurus melas",10,"9.5 ± 0.58",9.5,"FishBase","FishBase ref no.: 12193","Hugg, D.O. , 1996 MAPFISH georeferenced mapping database. Freshwater and estuarine fishes of North America. Life Science Software. Dennis O. and Steven Hugg, 1278 Turkey Point Road, Edgewater, Maryland, USA.","Actinopteri",425,"Siluriformes",15,"Ictaluridae",4,"Ameiurus",1,4
"Ameiurus melas",9,"9.5 ± 0.58",9.5,"FishBase","FishBase ref no.: 59043","Kottelat, M. and J. Freyhof , 2007 Handbook of European freshwater fishes. Publications Kottelat, Cornol and Freyhof, Berlin. 646 pp.","Actinopteri",425,"Siluriformes",15,"Ictaluridae",4,"Ameiurus",1,4
"Ameiurus melas",10,"9.5 ± 0.58",9.5,"AnAge","AnAge ref no.: 1","Carey and Judge (2000) Longevity Records: Life Spans of Mammals, Birds, Amphibians, Reptiles, and Fish","Actinopteri",425,"Siluriformes",15,"Ictaluridae",4,"Ameiurus",1,4
"Ameiurus melas",9,"9.5 ± 0.58",9.5,"Max Plank Institute for Demographic Research","MPIDR ref no.: [3]","Altman, P.L. and D.S. Dittmer, eds.  1962. Growth, Including Reproduction and Morphological Development.  Biological Handbooks. Washington, D. C.: Federation of American Societies for Experimental Biology.","Actinopteri",425,"Siluriformes",15,"Ictaluridae",4,"Ameiurus",1,4
